cell_type,biological_question,contrast,gene_label,gene_id,regulation,log2FoldChange,abs_log2FoldChange,padj,biotype,chromosome,description
AEC,Infection response,WSN vs mock,Tent5a,ENSMUSG00000032265,Upregulated,2.276,2.276,1.08e-50,protein_coding,9,terminal nucleotidyltransferase 5A
AEC,Infection response,WSN vs mock,Gprc5c,ENSMUSG00000051043,Downregulated,-3.632,3.632,4.16e-50,protein_coding,11,"G protein-coupled receptor, family C, group 5, member C"
AEC,Infection response,WSN vs mock,Gm11131,ENSMUSG00000079505,Upregulated,3.219,3.219,1.90e-48,lncRNA,17,predicted gene 11131
AEC,Infection response,WSN vs mock,Dhrs3,ENSMUSG00000066026,Downregulated,-2.495,2.495,1.47e-47,protein_coding,4,dehydrogenase/reductase 3
AEC,Infection response,WSN vs mock,Oas3,ENSMUSG00000032661,Upregulated,5.87,5.87,1.72e-47,protein_coding,5,2'-5' oligoadenylate synthetase 3
AEC,Infection response,WSN vs mock,Magi3,ENSMUSG00000052539,Downregulated,-2.21,2.21,2.51e-47,protein_coding,3,"membrane associated guanylate kinase, WW and PDZ domain containing 3"
AEC,Infection response,WSN vs mock,Parp10,ENSMUSG00000063268,Upregulated,2.626,2.626,9.70e-47,protein_coding,15,"poly (ADP-ribose) polymerase family, member 10"
AEC,Infection response,WSN vs mock,Irf9,ENSMUSG00000002325,Upregulated,2.254,2.254,1.22e-46,protein_coding,14,interferon regulatory factor 9
AEC,Infection response,WSN vs mock,Tgtp1,ENSMUSG00000078922,Upregulated,4.785,4.785,1.45e-46,protein_coding,11,T cell specific GTPase 1
AEC,Infection response,WSN vs mock,Gm26902,ENSMUSG00000097558,Upregulated,3.946,3.946,1.62e-46,lncRNA,19,26902
AEC,Infection response,WSN vs mock,Foxa1,ENSMUSG00000035451,Downregulated,-3.458,3.458,1.37e-45,protein_coding,12,forkhead box A1
AEC,Infection response,WSN vs mock,Esrp1,ENSMUSG00000040728,Downregulated,-3.112,3.112,4.04e-45,protein_coding,4,epithelial splicing regulatory protein 1
AEC,Infection response,WSN vs mock,Tmem106a,ENSMUSG00000034947,Upregulated,2.665,2.665,1.30e-43,protein_coding,11,transmembrane protein 106A
AEC,Infection response,WSN vs mock,Gm70772,ENSMUSG00000136117,Upregulated,3.678,3.678,5.04e-43,lncRNA,1,70772
AEC,Infection response,WSN vs mock,Pde7a,ENSMUSG00000069094,Downregulated,-2.193,2.193,9.75e-43,protein_coding,3,phosphodiesterase 7A
AEC,Infection response,WSN vs mock,Erbb3,ENSMUSG00000018166,Downregulated,-3.721,3.721,2.38e-42,protein_coding,10,erb-b2 receptor tyrosine kinase 3
AEC,Infection response,WSN vs mock,Slfn5,ENSMUSG00000054404,Upregulated,7.017,7.017,3.63e-42,protein_coding,11,schlafen 5
AEC,Infection response,WSN vs mock,Gem,ENSMUSG00000028214,Upregulated,4.196,4.196,7.10e-42,protein_coding,4,GTP binding protein overexpressed in skeletal muscle
AEC,Infection response,WSN vs mock,Abca1,ENSMUSG00000015243,Downregulated,-2.46,2.46,1.23e-41,protein_coding,4,"ATP-binding cassette, sub-family A member 1"
AEC,Infection response,WSN vs mock,Usp54,ENSMUSG00000034235,Downregulated,-2.587,2.587,4.32e-41,protein_coding,14,ubiquitin specific peptidase 54
AEC,Infection response,WSN vs mock,Pxdc1,ENSMUSG00000021411,Downregulated,-2.316,2.316,7.86e-41,protein_coding,13,PX domain containing 1
AEC,Infection response,WSN vs mock,Foxj1,ENSMUSG00000034227,Downregulated,-3.368,3.368,1.02e-40,protein_coding,11,forkhead box J1
AEC,Infection response,WSN vs mock,Serping1,ENSMUSG00000023224,Upregulated,2.529,2.529,2.85e-38,protein_coding,2,"serine (or cysteine) peptidase inhibitor, clade G, member 1"
AEC,Infection response,WSN vs mock,Htr2a,ENSMUSG00000034997,Upregulated,2.179,2.179,3.21e-38,protein_coding,14,5-hydroxytryptamine (serotonin) receptor 2A
AEC,Infection response,WSN vs mock,Nkx2-1,ENSMUSG00000001496,Downregulated,-3.59,3.59,6.47e-38,protein_coding,12,NK2 homeobox 1
AEC,Infection response,WSN vs mock,Il18bp,ENSMUSG00000070427,Upregulated,4.462,4.462,9.94e-38,protein_coding,7,interleukin 18 binding protein
AEC,Infection response,WSN vs mock,Rab38,ENSMUSG00000030559,Downregulated,-2.758,2.758,1.78e-37,protein_coding,7,"RAB38, member RAS oncogene family"
AEC,Infection response,WSN vs mock,Apol6,ENSMUSG00000033576,Upregulated,4.278,4.278,2.14e-37,protein_coding,15,apolipoprotein L 6
AEC,Infection response,WSN vs mock,Mx2,ENSMUSG00000023341,Upregulated,7.868,7.868,2.72e-37,protein_coding,16,MX dynamin-like GTPase 2
AEC,Infection response,WSN vs mock,Irx1,ENSMUSG00000060969,Downregulated,-4.148,4.148,5.42e-37,protein_coding,13,Iroquois homeobox 1
AEC,Infection response,WSN vs mock,Sh3bp4,ENSMUSG00000036206,Downregulated,-2.016,2.016,2.10e-36,protein_coding,1,SH3-domain binding protein 4
AEC,Infection response,WSN vs mock,Gm28513,ENSMUSG00000099568,Upregulated,3.196,3.196,2.37e-36,lncRNA,1,predicted gene 28513
AEC,Infection response,WSN vs mock,Slc4a4,ENSMUSG00000060961,Downregulated,-2.07,2.07,2.80e-36,protein_coding,5,"solute carrier family 4 (anion exchanger), member 4"
AEC,Infection response,WSN vs mock,Tlr2,ENSMUSG00000027995,Upregulated,2.287,2.287,4.52e-36,protein_coding,3,toll-like receptor 2
AEC,Infection response,WSN vs mock,Foxa2,ENSMUSG00000037025,Downregulated,-4.101,4.101,4.91e-36,protein_coding,2,forkhead box A2
AEC,Infection response,WSN vs mock,Vegfc,ENSMUSG00000031520,Upregulated,2.103,2.103,5.55e-35,protein_coding,8,vascular endothelial growth factor C
AEC,Infection response,WSN vs mock,Adamts5,ENSMUSG00000022894,Downregulated,-2.191,2.191,6.05e-35,protein_coding,16,ADAM metallopeptidase with thrombospondin type 1 motif 5
AEC,Infection response,WSN vs mock,Isg20,ENSMUSG00000039236,Upregulated,2.422,2.422,7.39e-35,protein_coding,7,interferon-stimulated protein
AEC,Infection response,WSN vs mock,C2,ENSMUSG00000024371,Upregulated,2.151,2.151,9.04e-35,protein_coding,17,complement C2
AEC,Infection response,WSN vs mock,Mir6381,ENSMUSG00000098871,Upregulated,7.61,7.61,1.43e-34,miRNA,3,microRNA 6381
AEC,Infection response,WSN vs mock,Esrp2,ENSMUSG00000084128,Downregulated,-2.389,2.389,3.63e-34,protein_coding,8,epithelial splicing regulatory protein 2
AEC,Infection response,WSN vs mock,Ccrl2,ENSMUSG00000043953,Upregulated,5.327,5.327,7.74e-34,protein_coding,9,C-C motif chemokine receptor-like 2
AEC,Infection response,WSN vs mock,Pdlim2,ENSMUSG00000022090,Downregulated,-2.342,2.342,1.05e-33,protein_coding,14,PDZ and LIM domain 2
AEC,Infection response,WSN vs mock,4933416M07Rik,ENSMUSG00000097262,Downregulated,-2.629,2.629,1.76e-33,lncRNA,8,4933416M07 gene
AEC,Infection response,WSN vs mock,Neurl3,ENSMUSG00000047180,Upregulated,3.496,3.496,2.25e-33,protein_coding,1,neuralized E3 ubiquitin protein ligase 3
AEC,Infection response,WSN vs mock,Slc25a22,ENSMUSG00000019082,Upregulated,2.105,2.105,2.66e-33,protein_coding,7,"solute carrier family 25 (mitochondrial carrier, glutamate), member 22"
AEC,Infection response,WSN vs mock,Dapk2,ENSMUSG00000032380,Downregulated,-2.946,2.946,2.98e-33,protein_coding,9,death-associated protein kinase 2
AEC,Infection response,WSN vs mock,Ocln,ENSMUSG00000021638,Downregulated,-2.053,2.053,5.77e-33,protein_coding,13,occludin
AEC,Infection response,WSN vs mock,Epn3,ENSMUSG00000010080,Downregulated,-3.585,3.585,7.99e-33,protein_coding,11,epsin 3
AEC,Infection response,WSN vs mock,Samd12,ENSMUSG00000058656,Downregulated,-2.951,2.951,1.51e-32,protein_coding,15,sterile alpha motif domain containing 12
AEC,Infection response,WSN vs mock,Rarb,ENSMUSG00000017491,Downregulated,-2.249,2.249,1.52e-32,protein_coding,14,"retinoic acid receptor, beta"
AEC,Infection response,WSN vs mock,Etl4,ENSMUSG00000036617,Downregulated,-2.517,2.517,1.83e-32,protein_coding,2,enhancer trap locus 4
AEC,Infection response,WSN vs mock,Gbp7,ENSMUSG00000040253,Upregulated,5.202,5.202,1.90e-32,protein_coding,3,guanylate binding protein 7
AEC,Infection response,WSN vs mock,Gsdmd,ENSMUSG00000022575,Upregulated,2.509,2.509,2.49e-32,protein_coding,15,gasdermin D
AEC,Infection response,WSN vs mock,A930015D03Rik,ENSMUSG00000092368,Upregulated,2.596,2.596,1.75e-31,lncRNA,17,A930015D03 gene
AEC,Infection response,WSN vs mock,Lad1,ENSMUSG00000041782,Downregulated,-2.003,2.003,1.87e-31,protein_coding,1,ladinin
AEC,Infection response,WSN vs mock,Dhx58,ENSMUSG00000017830,Upregulated,7.89,7.89,3.12e-31,protein_coding,11,DExH-box helicase 58
AEC,Infection response,WSN vs mock,Casp4,ENSMUSG00000033538,Upregulated,3.066,3.066,4.06e-31,protein_coding,9,"caspase 4, apoptosis-related cysteine peptidase"
AEC,Infection response,WSN vs mock,Ripk4,ENSMUSG00000005251,Downregulated,-2.105,2.105,4.53e-31,protein_coding,16,receptor-interacting serine-threonine kinase 4
AEC,Infection response,WSN vs mock,Epb41l4a,ENSMUSG00000024376,Downregulated,-2.307,2.307,7.26e-31,protein_coding,18,erythrocyte membrane protein band 4.1 like 4a
AEC,Infection response,WSN vs mock,H2-T10,ENSMUSG00000079491,Upregulated,3.397,3.397,1.43e-30,protein_coding,17,"histocompatibility 2, T region locus 10"
AEC,Infection response,WSN vs mock,Ncoa7,ENSMUSG00000039697,Upregulated,2.281,2.281,1.50e-30,protein_coding,10,nuclear receptor coactivator 7
AEC,Infection response,WSN vs mock,Tfpi2,ENSMUSG00000029664,Upregulated,2.129,2.129,2.80e-30,protein_coding,6,tissue factor pathway inhibitor 2
AEC,Infection response,WSN vs mock,Dtx4,ENSMUSG00000039982,Downregulated,-2.104,2.104,1.19e-29,protein_coding,19,"deltex 4, E3 ubiquitin ligase"
AEC,Infection response,WSN vs mock,Gm45875,ENSMUSG00000110698,Downregulated,-2.458,2.458,1.33e-29,lncRNA,8,predicted gene 45875
AEC,Infection response,WSN vs mock,Ffar4,ENSMUSG00000054200,Downregulated,-4.248,4.248,1.80e-29,protein_coding,19,free fatty acid receptor 4
AEC,Infection response,WSN vs mock,Sh3rf2,ENSMUSG00000057719,Downregulated,-2.806,2.806,2.00e-29,protein_coding,18,SH3 domain containing ring finger 2
AEC,Infection response,WSN vs mock,Slc7a2,ENSMUSG00000031596,Upregulated,2.233,2.233,2.80e-29,protein_coding,8,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2"
AEC,Infection response,WSN vs mock,Psmb9,ENSMUSG00000096727,Upregulated,3.83,3.83,1.59e-28,protein_coding,17,"proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)"
AEC,Infection response,WSN vs mock,Kctd12,ENSMUSG00000098557,Upregulated,2.156,2.156,1.99e-28,protein_coding,14,potassium channel tetramerisation domain containing 12
AEC,Infection response,WSN vs mock,Tbc1d9,ENSMUSG00000031709,Downregulated,-2.179,2.179,4.35e-28,protein_coding,8,"TBC1 domain family, member 9"
AEC,Infection response,WSN vs mock,Apbb1ip,ENSMUSG00000026786,Upregulated,2.321,2.321,5.28e-28,protein_coding,2,amyloid beta precursor protein binding family B member 1 interacting protein
AEC,Infection response,WSN vs mock,Csf2,ENSMUSG00000018916,Upregulated,4.393,4.393,5.88e-28,protein_coding,11,colony stimulating factor 2 (granulocyte-macrophage)
AEC,Infection response,WSN vs mock,Cyp4f39,ENSMUSG00000061126,Downregulated,-4.246,4.246,1.00e-27,protein_coding,17,"cytochrome P450, family 4, subfamily f, polypeptide 39"
AEC,Infection response,WSN vs mock,Klf5,ENSMUSG00000005148,Downregulated,-3.522,3.522,1.98e-27,protein_coding,14,Kruppel-like transcription factor 5
AEC,Infection response,WSN vs mock,Flrt3,ENSMUSG00000051379,Downregulated,-2.954,2.954,2.80e-27,protein_coding,2,fibronectin leucine rich transmembrane protein 3
AEC,Infection response,WSN vs mock,Ms4a4d,ENSMUSG00000024678,Upregulated,4.967,4.967,8.42e-27,protein_coding,19,"membrane-spanning 4-domains, subfamily A, member 4D"
AEC,Infection response,WSN vs mock,Nectin4,ENSMUSG00000006411,Downregulated,-2.403,2.403,1.29e-26,protein_coding,1,nectin cell adhesion molecule 4
AEC,Infection response,WSN vs mock,Nlrc5,ENSMUSG00000074151,Upregulated,3.699,3.699,1.97e-26,protein_coding,8,"NLR family, CARD domain containing 5"
AEC,Infection response,WSN vs mock,Lipg,ENSMUSG00000053846,Upregulated,2.44,2.44,2.88e-26,protein_coding,18,"lipase, endothelial"
AEC,Infection response,WSN vs mock,Prkaa2,ENSMUSG00000028518,Downregulated,-2.205,2.205,4.49e-26,protein_coding,4,"protein kinase, AMP-activated, alpha 2 catalytic subunit"
AEC,Infection response,WSN vs mock,Slfn9,ENSMUSG00000069793,Upregulated,6.009,6.009,5.50e-26,protein_coding,11,schlafen 9
AEC,Infection response,WSN vs mock,Car13,ENSMUSG00000027555,Upregulated,2.135,2.135,1.78e-25,protein_coding,3,carbonic anhydrase 13
AEC,Infection response,WSN vs mock,Arhgef16,ENSMUSG00000029032,Downregulated,-2.565,2.565,4.55e-25,protein_coding,4,Rho guanine nucleotide exchange factor 16
AEC,Infection response,WSN vs mock,Slfn5os,ENSMUSG00000086327,Upregulated,4.598,4.598,7.58e-25,lncRNA,11,"schlafen 5, opposite strand"
AEC,Infection response,WSN vs mock,Tbc1d2,ENSMUSG00000039813,Downregulated,-2.448,2.448,2.24e-24,protein_coding,4,"TBC1 domain family, member 2"
AEC,Infection response,WSN vs mock,Lrtm2,ENSMUSG00000055003,Downregulated,-2.211,2.211,2.41e-24,protein_coding,6,leucine-rich repeats and transmembrane domains 2
AEC,Infection response,WSN vs mock,Gm66604,ENSMUSG00000143609,Upregulated,5.187,5.187,4.46e-24,lncRNA,3,66604
AEC,Infection response,WSN vs mock,Gm15821,ENSMUSG00000081512,Upregulated,2.163,2.163,4.49e-24,lncRNA,17,predicted gene 15821
AEC,Infection response,WSN vs mock,Ifi207,ENSMUSG00000073490,Upregulated,7.603,7.603,2.87e-23,protein_coding,1,interferon activated gene 207
AEC,Infection response,WSN vs mock,AA986860,ENSMUSG00000042510,Downregulated,-3.055,3.055,3.76e-23,protein_coding,1,expressed sequence AA986860
AEC,Infection response,WSN vs mock,Gm57329,ENSMUSG00000120110,Upregulated,4.797,4.797,4.63e-23,lncRNA,11,57329
AEC,Infection response,WSN vs mock,Map3k9,ENSMUSG00000042724,Downregulated,-2.663,2.663,6.42e-23,protein_coding,12,mitogen-activated protein kinase kinase kinase 9
AEC,Infection response,WSN vs mock,Fermt1,ENSMUSG00000027356,Downregulated,-2.497,2.497,9.53e-23,protein_coding,2,fermitin family member 1
AEC,Infection response,WSN vs mock,Fmnl2,ENSMUSG00000036053,Upregulated,2.177,2.177,1.12e-22,protein_coding,2,formin-like 2
AEC,Infection response,WSN vs mock,AW011738,ENSMUSG00000078349,Upregulated,5.054,5.054,1.17e-22,lncRNA,4,expressed sequence AW011738
AEC,Infection response,WSN vs mock,Sptbn2,ENSMUSG00000067889,Downregulated,-3.459,3.459,1.37e-22,protein_coding,19,"spectrin beta, non-erythrocytic 2"
AEC,Infection response,WSN vs mock,Pak6,ENSMUSG00000074923,Downregulated,-2.571,2.571,1.44e-22,protein_coding,2,p21 (RAC1) activated kinase 6
AEC,Infection response,WSN vs mock,Pkp3,ENSMUSG00000054065,Downregulated,-2.246,2.246,1.63e-22,protein_coding,7,plakophilin 3
AEC,Infection response,WSN vs mock,Fosl1,ENSMUSG00000024912,Upregulated,2.301,2.301,1.81e-22,protein_coding,19,fos-like antigen 1
AEC,Infection response,WSN vs mock,Ccdc68,ENSMUSG00000038903,Downregulated,-3.203,3.203,2.24e-22,protein_coding,18,coiled-coil domain containing 68
AEC,Infection response,WSN vs mock,Celsr1,ENSMUSG00000016028,Downregulated,-3.2,3.2,4.08e-22,protein_coding,15,"cadherin, EGF LAG seven-pass G-type receptor 1"
AEC,Infection response,WSN vs mock,Apobec1,ENSMUSG00000040613,Upregulated,2.267,2.267,4.57e-22,protein_coding,6,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1"
AEC,Infection response,WSN vs mock,Sorbs2,ENSMUSG00000031626,Downregulated,-3.361,3.361,5.88e-22,protein_coding,8,sorbin and SH3 domain containing 2
AEC,Infection response,WSN vs mock,Ccdc120,ENSMUSG00000031150,Downregulated,-2.581,2.581,9.72e-22,protein_coding,X,coiled-coil domain containing 120
AEC,Infection response,WSN vs mock,Gm36634,ENSMUSG00000112348,Upregulated,2.132,2.132,1.04e-21,lncRNA,12,36634
AEC,Infection response,WSN vs mock,Ston2,ENSMUSG00000020961,Downregulated,-2.221,2.221,1.23e-21,protein_coding,12,stonin 2
AEC,Infection response,WSN vs mock,Gm73429,ENSMUSG00000137874,Upregulated,5.141,5.141,1.61e-21,lncRNA,7,73429
AEC,Infection response,WSN vs mock,Arhgap27,ENSMUSG00000034255,Downregulated,-2.31,2.31,1.65e-21,protein_coding,11,Rho GTPase activating protein 27
AEC,Infection response,WSN vs mock,Tnf,ENSMUSG00000024401,Upregulated,5.32,5.32,1.77e-21,protein_coding,17,tumor necrosis factor
AEC,Infection response,WSN vs mock,Arhgef3,ENSMUSG00000021895,Upregulated,2.1,2.1,1.86e-21,protein_coding,14,Rho guanine nucleotide exchange factor 3
AEC,Infection response,WSN vs mock,4930523C07Rik,ENSMUSG00000090394,Downregulated,-3.034,3.034,3.07e-21,protein_coding,1,4930523C07 gene
AEC,Infection response,WSN vs mock,Cables1,ENSMUSG00000040957,Downregulated,-3.405,3.405,3.65e-21,protein_coding,18,CDK5 and Abl enzyme substrate 1
AEC,Infection response,WSN vs mock,Slc16a12,ENSMUSG00000009378,Downregulated,-2.321,2.321,6.17e-21,protein_coding,19,"solute carrier family 16 (monocarboxylic acid transporters), member 12"
AEC,Infection response,WSN vs mock,Ifi211,ENSMUSG00000026536,Upregulated,5.797,5.797,1.12e-20,protein_coding,1,interferon activated gene 211
AEC,Infection response,WSN vs mock,Hook1,ENSMUSG00000028572,Downregulated,-2.52,2.52,1.26e-20,protein_coding,4,hook microtubule tethering protein 1
AEC,Infection response,WSN vs mock,Ehf,ENSMUSG00000012350,Downregulated,-2.407,2.407,1.32e-20,protein_coding,2,ets homologous factor
AEC,Infection response,WSN vs mock,Thnsl1,ENSMUSG00000048550,Downregulated,-2.72,2.72,1.39e-20,protein_coding,2,threonine synthase-like 1 (bacterial)
AEC,Infection response,WSN vs mock,Crb3,ENSMUSG00000044279,Downregulated,-2.053,2.053,1.90e-20,protein_coding,17,crumbs family member 3
AEC,Infection response,WSN vs mock,Pnp2,ENSMUSG00000068417,Upregulated,3.687,3.687,2.02e-20,protein_coding,14,purine-nucleoside phosphorylase 2
AEC,Infection response,WSN vs mock,Grhl2,ENSMUSG00000022286,Downregulated,-4.373,4.373,2.24e-20,protein_coding,15,grainyhead like transcription factor 2
AEC,Infection response,WSN vs mock,Ifi205,ENSMUSG00000054203,Upregulated,8.124,8.124,2.33e-20,protein_coding,1,interferon activated gene 205
AEC,Infection response,WSN vs mock,Tgtp2,ENSMUSG00000078921,Upregulated,8.137,8.137,2.37e-20,protein_coding,11,T cell specific GTPase 2
AEC,Infection response,WSN vs mock,Plekha4,ENSMUSG00000040428,Upregulated,4.228,4.228,2.78e-20,protein_coding,7,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4"
AEC,Infection response,WSN vs mock,Palmd,ENSMUSG00000033377,Downregulated,-2.415,2.415,3.11e-20,protein_coding,3,palmdelphin
AEC,Infection response,WSN vs mock,C4b,ENSMUSG00000073418,Upregulated,3.5,3.5,3.42e-20,protein_coding,17,complement C4B (Chido blood group)
AEC,Infection response,WSN vs mock,Cpm,ENSMUSG00000020183,Upregulated,3.768,3.768,5.65e-20,protein_coding,10,carboxypeptidase M
AEC,Infection response,WSN vs mock,Mndal,ENSMUSG00000090272,Upregulated,6.973,6.973,3.49e-19,protein_coding,1,myeloid nuclear differentiation antigen like
AEC,Infection response,WSN vs mock,Hmgb3,ENSMUSG00000015217,Downregulated,-2.99,2.99,3.84e-19,protein_coding,X,high mobility group box 3
AEC,Infection response,WSN vs mock,Mecom,ENSMUSG00000027684,Downregulated,-2.704,2.704,4.24e-19,protein_coding,3,MDS1 and EVI1 complex locus
AEC,Infection response,WSN vs mock,Gm62552,ENSMUSG00000131024,Upregulated,2.023,2.023,7.44e-19,lncRNA,15,62552
AEC,Infection response,WSN vs mock,Tnip3,ENSMUSG00000044162,Downregulated,-2.477,2.477,1.31e-18,protein_coding,6,TNFAIP3 interacting protein 3
AEC,Infection response,WSN vs mock,Ifi27l2b,ENSMUSG00000021208,Upregulated,2.192,2.192,1.50e-18,protein_coding,12,"interferon, alpha-inducible protein 27 like 2B"
AEC,Infection response,WSN vs mock,Gramd2a,ENSMUSG00000074259,Downregulated,-2.863,2.863,1.53e-18,protein_coding,9,GRAM domain containing 2A
AEC,Infection response,WSN vs mock,Slc4a11,ENSMUSG00000074796,Downregulated,-2.372,2.372,1.74e-18,protein_coding,2,"solute carrier family 4, sodium bicarbonate transporter-like, member 11"
AEC,Infection response,WSN vs mock,Epha4,ENSMUSG00000026235,Downregulated,-2.66,2.66,2.64e-18,protein_coding,1,Eph receptor A4
AEC,Infection response,WSN vs mock,Oas1g,ENSMUSG00000066861,Upregulated,4.892,4.892,2.76e-18,protein_coding,5,2'-5' oligoadenylate synthetase 1G
AEC,Infection response,WSN vs mock,Pkhd1,ENSMUSG00000043760,Downregulated,-2.131,2.131,3.12e-18,protein_coding,1,polycystic kidney and hepatic disease 1
